title,company,salary,link,experience,grade,remote,metro,query,skills_found,published_date
Младший аналитик данных,ПроКонтекст,Не указана,https://hh.ru/vacancy/132887446,Опыт 1-3 года,junior,Нет,Бауманская,аналитик данных,"python, sql, excel",
Консультант 1С (аналитик 1С),ООО Конфитрейд,Не указана,https://hh.ru/vacancy/133088372,Опыт 1-3 года,не указан,Да,Не указано,аналитик данных,"excel, 1с",
Продуктовый аналитик (Junior),ООО ВФМ Технолоджи,Не указана,https://hh.ru/vacancy/132879740,Опыт 1-3 года,junior,Нет,Марксистская,аналитик данных,"python, postgresql, clickhouse, metabase, airflow",
Системный аналитик (Senior),SSP SOFT,Не указана,https://hh.ru/vacancy/133390534,Опыт более 6 лет,senior,Да,Не указано,аналитик данных,"sql, postgresql, clickhouse, api",
Системный Аналитик (ФинТех),EcoFinance,Не указана,https://hh.ru/vacancy/133244008,Опыт 3-6 лет,не указан,Нет,Трубная,аналитик данных,"sql, jira, confluence, api",
CX исследователь / Аналитик,СберЗдоровье,Не указана,https://hh.ru/vacancy/133393529,Опыт 1-3 года,не указан,Да,Технопарк,аналитик данных,a/b,
Аналитик информационной безопасности,ООО Дёке Трейд Маркетинг,Не указана,https://hh.ru/vacancy/132741840,Опыт 1-3 года,не указан,Нет,Балтийская,аналитик данных,Не найдено,
Системный аналитик,Лига Цифровой Экономики,Не указана,https://hh.ru/vacancy/133372297,Опыт 3-6 лет,не указан,Нет,Савёловская,аналитик данных,"excel, api, ml",
HR-аналитик,Media Instinct Group,Не указана,https://hh.ru/vacancy/130330489,Опыт 1-3 года,не указан,Нет,Молодежная,аналитик данных,"excel, power query",
Ведущий финансовый аналитик,Агрохолдинг Белая Дача,Не указана,https://hh.ru/vacancy/133384444,Опыт 3-6 лет,не указан,Нет,Котельники,аналитик данных,power bi,
Менеджер по маркетплейсам (аналитик),ООО СмартТайм,Не указана,https://hh.ru/vacancy/133413844,Опыт 1-3 года,не указан,Нет,Воронцовская,аналитик данных,excel,
Функциональный архитектор / Главный аналитик 1С:ЗУП,ООО 1С-КСУ,Не указана,https://hh.ru/vacancy/132960067,Опыт 3-6 лет,не указан,Да,Не указано,аналитик данных,1с,
Аналитик (Ценные бумаги),R-Style Softlab (Эр-Стайл Софтлаб),Не указана,https://hh.ru/vacancy/133383324,Опыт 3-6 лет,не указан,Нет,Баррикадная,аналитик данных,Не найдено,
Финансовый аналитик,ANCOR,Не указана,https://hh.ru/vacancy/133359053,Опыт 1-3 года,не указан,Нет,Битцевский Парк,аналитик данных,excel,
Ведущий системный аналитик (МГТС),"""МТС"", Работа в IT",Не указана,https://hh.ru/vacancy/133411973,Опыт более 6 лет,не указан,Да,Комсомольская,аналитик данных,"sql, postgresql, clickhouse, mongodb, kafka",
Системный аналитик,ООО ВБЦ,Не указана,https://hh.ru/vacancy/133352863,Опыт 1-3 года,не указан,Нет,Белорусская,аналитик данных,"sql, postgresql, kafka, jira, confluence, api",
Дата-аналитик рекламного бизнеса,Иви,Не указана,https://hh.ru/vacancy/132303597,Опыт 1-3 года,не указан,Нет,Дмитровская,аналитик данных,"python, sql, tableau, superset, excel",
Системный аналитик (Архитектор сервиса),Сбер. IT,Не указана,https://hh.ru/vacancy/133413300,Опыт 3-6 лет,не указан,Нет,Не указано,аналитик данных,kafka,
Аналитик продаж,ООО ГЕТ ЭКСПЕРТС РЕКРУТМЕНТ,Не указана,https://hh.ru/vacancy/133344222,Опыт 1-3 года,не указан,Нет,Библиотека им.Ленина,аналитик данных,"python, sql, excel",
Системный аналитик,Бэнкс Софт Системс,Не указана,https://hh.ru/vacancy/133350690,Опыт 3-6 лет,не указан,Да,Не указано,аналитик данных,"sql, kafka, 1с, jira, confluence",
Аналитик продукта,START,Не указана,https://hh.ru/vacancy/133353093,Опыт 3-6 лет,не указан,Да,Киевская,аналитик данных,"python, sql, clickhouse, tableau, datalens, a/b",
Продуктовый аналитик,S7 Group,Не указана,https://hh.ru/vacancy/133351912,Опыт 3-6 лет,не указан,Нет,Кузнецкий мост,аналитик данных,"python, sql, postgresql, clickhouse, mongodb, power bi, tableau, superset, kafka",
BI-аналитик,IVIDEON,Не указана,https://hh.ru/vacancy/132388829,Опыт 1-3 года,не указан,Нет,Менделеевская,аналитик данных,"python, sql, power bi, excel",
BIM-аналитик,Айбим,Не указана,https://hh.ru/vacancy/133350568,Опыт 1-3 года,не указан,Нет,Автозаводская,аналитик данных,Не найдено,
Аналитик,12 STOREEZ,Не указана,https://hh.ru/vacancy/133271045,Опыт 3-6 лет,не указан,Нет,Баррикадная,аналитик данных,"python, sql, power bi, excel, power query, a/b",
Аналитик 1С:ERP,ООО Листерра,Не указана,https://hh.ru/vacancy/132761562,Опыт 3-6 лет,не указан,Нет,Ломоносовский проспект,аналитик данных,1с,
Эксперт Отдела оперативной аналитики,Аналитический центр при Правительстве Российской Федерации,Не указана,https://hh.ru/vacancy/132402182,Опыт 3-6 лет,не указан,Нет,Киевская,аналитик данных,"python, excel",
Аналитик,Правительство Москвы,Не указана,https://hh.ru/vacancy/132397480,Опыт 1-3 года,не указан,Нет,Аминьевская,аналитик данных,"python, sql, pandas, numpy, scikit, jira, confluence, ml",
Аналитик данных / BI-аналитик (PowerBI),Finlead Team,Не указана,https://hh.ru/vacancy/133172858,Опыт 3-6 лет,не указан,Да,Не указано,аналитик данных,"sql, power bi, google sheets, a/b",
Руководитель группы риск-аналитики,ООО МКК ДеньгиОК,Не указана,https://hh.ru/vacancy/133397635,Опыт 3-6 лет,не указан,Да,Киевская,аналитик данных,"python, sql, a/b",
Аналитик данных,ГБУ МФЦ города Москвы Мои документы,Не указана,https://hh.ru/vacancy/130540072,Опыт 1-3 года,не указан,Нет,Гражданская,аналитик данных,"python, sql, power bi, excel",
Старший аналитик клиентской эффективности,ООО HeadHunter::Коммерческий департамент,Не указана,https://hh.ru/vacancy/132090335,Опыт 3-6 лет,senior,Нет,Белорусская,аналитик данных,"python, sql, postgresql, hadoop, git, etl",
